age,workclass,education.num,marital.status,occupation,relationship,sex,capital.gain,capital.loss,hours.per.week,income
28.0,Private,11.0,Never-married,Tech-support,Not-in-family,Female,0.0,0.0,40.0,<=50K
55.0,Private,13.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,40.0,<=50K
51.0,Private,9.0,Never-married,Farming-fishing,Not-in-family,Male,0.0,0.0,60.0,<=50K
23.0,Private,13.0,Never-married,Exec-managerial,Own-child,Female,0.0,0.0,40.0,<=50K
36.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,5178.0,0.0,40.0,>50K
41.0,Private,5.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
22.0,Private,9.0,Never-married,Handlers-cleaners,Own-child,Male,0.0,0.0,40.0,<=50K
59.0,,13.0,Married-civ-spouse,,Husband,Male,0.0,0.0,40.0,<=50K
26.0,Private,10.0,Married-civ-spouse,Adm-clerical,Husband,Male,0.0,0.0,40.0,>50K
21.0,Private,10.0,Never-married,Adm-clerical,Own-child,Male,0.0,0.0,40.0,<=50K
19.0,Private,7.0,Never-married,Handlers-cleaners,Not-in-family,Male,0.0,0.0,40.0,<=50K
57.0,Private,16.0,Married-civ-spouse,Tech-support,Husband,Male,0.0,1977.0,40.0,>50K
54.0,Private,9.0,Married-civ-spouse,Other-service,Wife,Female,0.0,0.0,40.0,<=50K
36.0,Private,9.0,Divorced,Adm-clerical,Unmarried,Female,0.0,0.0,40.0,<=50K
78.0,Private,4.0,Married-civ-spouse,Handlers-cleaners,,Male,1797.0,0.0,15.0,<=50K
24.0,Private,9.0,Never-married,Craft-repair,Own-child,Male,0.0,0.0,40.0,<=50K
41.0,Private,13.0,Divorced,Other-service,Not-in-family,Male,0.0,0.0,37.0,<=50K
25.0,Private,7.0,Separated,Machine-op-inspct,Not-in-family,Male,0.0,0.0,35.0,<=50K
44.0,Self-emp-not-inc,7.0,Married-civ-spouse,Farming-fishing,Husband,Male,0.0,,88.0,<=50K
23.0,Federal-gov,13.0,Never-married,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,<=50K
23.0,Private,13.0,Never-married,Adm-clerical,Not-in-family,Female,0.0,0.0,20.0,<=50K
18.0,,9.0,Never-married,,Own-child,Female,0.0,0.0,40.0,<=50K
81.0,Private,10.0,Divorced,Adm-clerical,Not-in-family,Female,0.0,0.0,20.0,<=50K
46.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,51.0,<=50K
25.0,,9.0,Married-spouse-absent,,Not-in-family,Male,0.0,0.0,40.0,<=50K
21.0,,10.0,Married-civ-spouse,,Wife,Female,3781.0,0.0,40.0,<=50K
26.0,Private,9.0,Married-civ-spouse,Farming-fishing,Husband,Male,0.0,0.0,55.0,<=50K
38.0,Private,12.0,Married-civ-spouse,Exec-managerial,Wife,Female,0.0,1902.0,40.0,>50K
37.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,45.0,<=50K
53.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,1902.0,40.0,>50K
55.0,Federal-gov,10.0,Married-civ-spouse,Adm-clerical,Wife,Female,0.0,0.0,40.0,>50K
90.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,Male,0.0,0.0,55.0,<=50K
32.0,Local-gov,9.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,0.0,40.0,<=50K
60.0,Private,6.0,Divorced,Farming-fishing,Not-in-family,Male,0.0,0.0,48.0,<=50K
43.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,0.0,70.0,>50K
60.0,Self-emp-not-inc,9.0,Never-married,Exec-managerial,Not-in-family,Male,0.0,2559.0,50.0,>50K
47.0,Self-emp-inc,9.0,Divorced,Exec-managerial,Not-in-family,Male,0.0,0.0,60.0,<=50K
48.0,Self-emp-not-inc,9.0,Married-civ-spouse,Farming-fishing,Husband,Male,0.0,0.0,50.0,<=50K
68.0,State-gov,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,20.0,<=50K
23.0,,7.0,Never-married,,Not-in-family,Male,0.0,0.0,40.0,<=50K
41.0,Private,9.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,40.0,>50K
35.0,Private,13.0,Never-married,Adm-clerical,Not-in-family,Female,0.0,0.0,43.0,<=50K
54.0,,9.0,Divorced,,,Female,0.0,0.0,30.0,<=50K
78.0,,4.0,Married-civ-spouse,,Husband,Male,0.0,0.0,60.0,<=50K
24.0,Private,9.0,Separated,Machine-op-inspct,Own-child,Female,0.0,0.0,40.0,<=50K
33.0,Private,9.0,Divorced,Adm-clerical,Unmarried,Female,0.0,0.0,40.0,<=50K
34.0,,9.0,Never-married,,Unmarried,Female,0.0,0.0,35.0,<=50K
45.0,Private,11.0,Divorced,Handlers-cleaners,Not-in-family,Female,0.0,0.0,40.0,<=50K
57.0,Private,7.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
50.0,Federal-gov,13.0,Divorced,Exec-managerial,Not-in-family,Male,0.0,0.0,55.0,>50K
59.0,Private,9.0,Divorced,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,<=50K
44.0,Local-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,40.0,>50K
45.0,Private,3.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,<=50K
19.0,Private,10.0,Never-married,,Own-child,Male,0.0,0.0,50.0,<=50K
58.0,Self-emp-inc,9.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,50.0,<=50K
42.0,Private,10.0,Never-married,Other-service,Own-child,Female,0.0,0.0,40.0,<=50K
64.0,,15.0,Married-civ-spouse,,Husband,Male,0.0,0.0,16.0,<=50K
56.0,Local-gov,10.0,Married-civ-spouse,Adm-clerical,Wife,Female,0.0,0.0,15.0,<=50K
55.0,Private,16.0,Never-married,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,<=50K
41.0,Federal-gov,14.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,60.0,>50K
50.0,State-gov,9.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,0.0,40.0,<=50K
63.0,Private,6.0,Separated,Machine-op-inspct,Not-in-family,Male,0.0,0.0,40.0,<=50K
58.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,Male,7688.0,0.0,45.0,>50K
39.0,Private,9.0,Married-civ-spouse,,Husband,Male,0.0,0.0,40.0,>50K
24.0,State-gov,10.0,Never-married,Adm-clerical,Own-child,Male,0.0,0.0,40.0,<=50K
55.0,Private,10.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,0.0,,>50K
43.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,<=50K
45.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,1977.0,40.0,>50K
33.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,60.0,>50K
42.0,Self-emp-not-inc,13.0,Never-married,Prof-specialty,Not-in-family,Male,0.0,0.0,50.0,<=50K
26.0,Private,3.0,Never-married,Farming-fishing,Other-relative,Male,0.0,0.0,40.0,<=50K
38.0,Private,9.0,Married-civ-spouse,Other-service,Husband,Male,0.0,0.0,45.0,<=50K
34.0,Private,9.0,Never-married,Machine-op-inspct,Own-child,Male,0.0,0.0,40.0,<=50K
18.0,Private,9.0,Never-married,Sales,Own-child,Female,0.0,0.0,30.0,<=50K
36.0,Private,13.0,Never-married,Prof-specialty,Own-child,Male,0.0,0.0,50.0,<=50K
51.0,Private,9.0,Married-civ-spouse,Adm-clerical,Husband,Male,0.0,0.0,40.0,<=50K
19.0,Private,10.0,Never-married,Tech-support,Other-relative,Male,0.0,0.0,40.0,<=50K
41.0,State-gov,13.0,Never-married,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,<=50K
51.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,1977.0,50.0,>50K
38.0,Private,10.0,Married-civ-spouse,Sales,Wife,Female,0.0,0.0,40.0,<=50K
28.0,,10.0,Divorced,Adm-clerical,Unmarried,Male,0.0,,40.0,<=50K
30.0,Local-gov,14.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,40.0,<=50K
53.0,Private,13.0,Married-civ-spouse,Handlers-cleaners,Husband,Male,0.0,0.0,55.0,<=50K
36.0,Private,9.0,Married-civ-spouse,Farming-fishing,Wife,Female,0.0,0.0,40.0,<=50K
26.0,Private,9.0,Never-married,Exec-managerial,Not-in-family,Male,0.0,0.0,40.0,<=50K
41.0,Local-gov,10.0,Married-civ-spouse,Protective-serv,Husband,Male,0.0,0.0,45.0,>50K
29.0,Private,9.0,Separated,Other-service,Not-in-family,Female,0.0,0.0,40.0,<=50K
22.0,Private,10.0,Never-married,Adm-clerical,Own-child,Male,0.0,0.0,25.0,<=50K
60.0,Private,9.0,Divorced,Machine-op-inspct,Not-in-family,Male,4650.0,0.0,40.0,<=50K
56.0,State-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,Male,0.0,0.0,40.0,<=50K
43.0,Private,15.0,Never-married,Prof-specialty,Not-in-family,Male,0.0,0.0,66.0,<=50K
39.0,Self-emp-inc,13.0,Married-civ-spouse,Prof-specialty,Wife,Female,0.0,0.0,40.0,<=50K
65.0,Local-gov,10.0,Never-married,Prof-specialty,Not-in-family,Female,0.0,0.0,40.0,<=50K
53.0,Private,13.0,Never-married,Exec-managerial,Own-child,Male,0.0,0.0,40.0,<=50K
20.0,Private,10.0,Never-married,Farming-fishing,Own-child,Male,0.0,0.0,40.0,<=50K
29.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
24.0,Local-gov,9.0,Never-married,Protective-serv,Not-in-family,Male,0.0,0.0,40.0,<=50K
20.0,Private,10.0,Never-married,Sales,Own-child,Female,0.0,0.0,6.0,<=50K
38.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,50.0,>50K
40.0,Self-emp-inc,9.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,40.0,<=50K
41.0,Private,9.0,Never-married,Sales,Not-in-family,Female,0.0,0.0,60.0,<=50K
42.0,Private,13.0,Married-civ-spouse,Sales,Husband,Male,7298.0,0.0,40.0,>50K
37.0,Private,9.0,Never-married,Adm-clerical,Own-child,Female,0.0,0.0,37.0,<=50K
55.0,,9.0,Divorced,,Not-in-family,Male,0.0,0.0,20.0,<=50K
90.0,Private,9.0,Never-married,Other-service,Own-child,Female,0.0,0.0,24.0,<=50K
23.0,Self-emp-not-inc,9.0,Divorced,Other-service,Not-in-family,Female,0.0,0.0,40.0,<=50K
40.0,Private,9.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,0.0,30.0,<=50K
33.0,Self-emp-not-inc,12.0,Never-married,Other-service,Not-in-family,Male,0.0,0.0,32.0,<=50K
29.0,Local-gov,13.0,Divorced,Prof-specialty,Not-in-family,Male,0.0,0.0,50.0,<=50K
20.0,,10.0,Never-married,,Own-child,Male,0.0,0.0,72.0,<=50K
46.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,53.0,>50K
22.0,Private,10.0,Never-married,Other-service,Not-in-family,Male,0.0,0.0,25.0,<=50K
27.0,Private,10.0,Never-married,Craft-repair,Not-in-family,Male,0.0,1876.0,45.0,<=50K
34.0,Private,11.0,Divorced,Prof-specialty,Unmarried,Female,0.0,0.0,40.0,<=50K
39.0,Self-emp-inc,5.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,1651.0,40.0,<=50K
36.0,State-gov,14.0,Never-married,Prof-specialty,Own-child,Female,0.0,0.0,40.0,<=50K
23.0,Private,10.0,Never-married,Sales,Not-in-family,Male,,0.0,25.0,<=50K
45.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,1902.0,40.0,>50K
49.0,Private,4.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,<=50K
30.0,Private,9.0,Married-civ-spouse,Other-service,Wife,Female,0.0,0.0,45.0,<=50K
34.0,Private,10.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,50.0,<=50K
38.0,Private,9.0,Never-married,Sales,Own-child,Female,0.0,0.0,40.0,<=50K
20.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Male,0.0,0.0,50.0,<=50K
23.0,Private,3.0,Married-civ-spouse,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,<=50K
26.0,Private,9.0,Married-civ-spouse,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,<=50K
49.0,Private,4.0,Never-married,Machine-op-inspct,Not-in-family,Male,0.0,0.0,45.0,<=50K
65.0,Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,99999.0,0.0,65.0,>50K
39.0,Private,7.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,60.0,<=50K
38.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,50.0,>50K
26.0,State-gov,10.0,Never-married,Protective-serv,Own-child,Male,0.0,0.0,40.0,<=50K
43.0,Self-emp-inc,14.0,Married-civ-spouse,Exec-managerial,Husband,Male,5013.0,0.0,45.0,<=50K
76.0,Private,13.0,Widowed,Prof-specialty,Not-in-family,Female,0.0,0.0,20.0,<=50K
61.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
60.0,State-gov,9.0,Married-civ-spouse,Protective-serv,Husband,Male,0.0,0.0,40.0,>50K
31.0,State-gov,9.0,Divorced,Protective-serv,Own-child,Male,0.0,0.0,40.0,<=50K
56.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,<=50K
27.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,40.0,<=50K
35.0,Private,11.0,Never-married,Tech-support,Not-in-family,Male,0.0,0.0,40.0,<=50K
49.0,Local-gov,16.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,45.0,>50K
28.0,Private,10.0,Divorced,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,<=50K
23.0,Private,10.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,<=50K
37.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,40.0,<=50K
25.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,<=50K
38.0,Private,9.0,Divorced,Other-service,Not-in-family,Female,0.0,0.0,35.0,<=50K
20.0,Private,6.0,Separated,Sales,Not-in-family,Female,0.0,0.0,36.0,<=50K
43.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
50.0,Private,9.0,Never-married,Machine-op-inspct,Not-in-family,Male,0.0,0.0,40.0,<=50K
51.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
37.0,Self-emp-inc,10.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,50.0,>50K
43.0,Private,9.0,Never-married,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,<=50K
44.0,Self-emp-inc,10.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,,>50K
25.0,State-gov,13.0,Never-married,Other-service,Not-in-family,Female,2597.0,0.0,50.0,<=50K
26.0,Private,10.0,Never-married,Other-service,Not-in-family,Female,0.0,0.0,35.0,<=50K
52.0,Private,6.0,Married-civ-spouse,Transport-moving,Husband,Male,0.0,0.0,45.0,<=50K
37.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,45.0,<=50K
61.0,Federal-gov,10.0,Married-civ-spouse,Adm-clerical,Wife,Female,0.0,0.0,30.0,<=50K
54.0,Self-emp-inc,9.0,Divorced,Other-service,Not-in-family,Male,0.0,0.0,40.0,<=50K
19.0,Private,9.0,Never-married,Adm-clerical,Own-child,Male,0.0,0.0,40.0,<=50K
,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,Male,,0.0,40.0,>50K
31.0,Local-gov,9.0,Divorced,Protective-serv,Not-in-family,Male,0.0,0.0,47.0,>50K
38.0,Self-emp-not-inc,10.0,Never-married,Other-service,Not-in-family,Female,0.0,0.0,20.0,<=50K
37.0,Self-emp-not-inc,9.0,Married-civ-spouse,Sales,Husband,Male,99999.0,0.0,50.0,>50K
29.0,Private,10.0,Never-married,Sales,Unmarried,Female,0.0,0.0,40.0,<=50K
29.0,Private,10.0,Divorced,Craft-repair,Unmarried,Male,0.0,0.0,35.0,>50K
77.0,,9.0,Married-civ-spouse,,Husband,Male,0.0,0.0,15.0,<=50K
28.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,Female,0.0,1564.0,50.0,>50K
52.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,60.0,<=50K
35.0,Private,15.0,Never-married,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,>50K
32.0,Private,10.0,Divorced,Exec-managerial,Not-in-family,Female,0.0,0.0,50.0,>50K
42.0,State-gov,13.0,Never-married,Adm-clerical,Other-relative,Female,0.0,0.0,40.0,<=50K
51.0,Local-gov,12.0,Married-civ-spouse,Adm-clerical,Wife,Female,0.0,1628.0,30.0,<=50K
23.0,State-gov,13.0,,Tech-support,Not-in-family,Male,0.0,0.0,22.0,<=50K
19.0,Private,10.0,Never-married,Adm-clerical,Not-in-family,Female,0.0,0.0,40.0,<=50K
20.0,State-gov,10.0,Never-married,Prof-specialty,Own-child,Female,0.0,0.0,20.0,<=50K
20.0,Private,10.0,Never-married,Adm-clerical,Own-child,Male,0.0,0.0,30.0,<=50K
24.0,Private,9.0,Never-married,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,<=50K
38.0,Private,9.0,Married-spouse-absent,Craft-repair,Unmarried,Female,0.0,0.0,40.0,<=50K
45.0,Private,13.0,Married-civ-spouse,Sales,Husband,Male,0.0,1902.0,40.0,>50K
59.0,Private,13.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,4.0,<=50K
28.0,Self-emp-inc,13.0,Never-married,Sales,Not-in-family,Male,0.0,0.0,50.0,<=50K
25.0,Private,13.0,Never-married,Craft-repair,Own-child,Male,0.0,1590.0,35.0,<=50K
32.0,Private,5.0,Married-civ-spouse,Farming-fishing,Husband,Male,0.0,0.0,40.0,<=50K
30.0,Private,7.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
33.0,Local-gov,10.0,Never-married,Adm-clerical,Unmarried,Female,0.0,0.0,18.0,<=50K
20.0,Private,10.0,Never-married,Other-service,Own-child,Male,0.0,0.0,40.0,<=50K
53.0,Self-emp-not-inc,2.0,Married-civ-spouse,,Husband,Male,7688.0,0.0,67.0,>50K
31.0,Private,4.0,Never-married,Craft-repair,Not-in-family,Male,0.0,0.0,,<=50K
37.0,Self-emp-not-inc,7.0,Never-married,Farming-fishing,Own-child,Male,0.0,0.0,37.0,<=50K
29.0,Private,6.0,Married-civ-spouse,Craft-repair,Husband,Male,5013.0,0.0,40.0,<=50K
24.0,Private,9.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,1579.0,50.0,<=50K
33.0,Private,13.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,40.0,<=50K
52.0,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,,<=50K
48.0,,9.0,Widowed,,Unmarried,Female,0.0,0.0,25.0,<=50K
17.0,Private,7.0,Never-married,Handlers-cleaners,Own-child,Male,0.0,1719.0,18.0,<=50K
68.0,Private,9.0,Widowed,Adm-clerical,Not-in-family,Female,0.0,2206.0,30.0,<=50K
35.0,,10.0,Married-civ-spouse,,Own-child,Female,0.0,0.0,40.0,<=50K
37.0,Private,11.0,Married-civ-spouse,Tech-support,Wife,Female,0.0,0.0,24.0,>50K
49.0,Self-emp-not-inc,9.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
32.0,,13.0,Never-married,Adm-clerical,Not-in-family,Male,0.0,0.0,40.0,<=50K
36.0,Private,15.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,55.0,>50K
36.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,45.0,<=50K
46.0,Private,16.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,60.0,>50K
68.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,40.0,>50K
28.0,Private,11.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,>50K
35.0,Private,13.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,45.0,>50K
44.0,Local-gov,11.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,>50K
51.0,Self-emp-inc,15.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,40.0,>50K
38.0,Self-emp-not-inc,9.0,Divorced,Farming-fishing,Own-child,Male,0.0,0.0,50.0,<=50K
26.0,Local-gov,14.0,Never-married,Prof-specialty,Not-in-family,Female,0.0,0.0,40.0,<=50K
33.0,Self-emp-not-inc,9.0,Married-civ-spouse,Other-service,Husband,Male,0.0,0.0,40.0,<=50K
41.0,Private,9.0,Never-married,Other-service,Own-child,Male,0.0,0.0,40.0,<=50K
39.0,Private,10.0,Never-married,Adm-clerical,Own-child,Female,0.0,0.0,40.0,<=50K
34.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,40.0,>50K
48.0,Private,9.0,Married-civ-spouse,Sales,Husband,Male,2885.0,0.0,15.0,<=50K
40.0,Private,6.0,Married-civ-spouse,Machine-op-inspct,Husband,Male,0.0,0.0,40.0,>50K
51.0,Private,9.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,55.0,>50K
45.0,Private,13.0,Divorced,Prof-specialty,Not-in-family,Male,0.0,0.0,50.0,>50K
43.0,Private,14.0,Never-married,Tech-support,Not-in-family,Female,0.0,0.0,40.0,<=50K
60.0,Self-emp-not-inc,9.0,Divorced,Craft-repair,Not-in-family,Male,0.0,0.0,50.0,>50K
30.0,Private,13.0,Married-civ-spouse,Adm-clerical,Husband,Male,0.0,0.0,40.0,>50K
49.0,Private,9.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,40.0,>50K
73.0,Self-emp-not-inc,8.0,Married-civ-spouse,Farming-fishing,Husband,Male,0.0,0.0,18.0,<=50K
39.0,Private,13.0,Never-married,Exec-managerial,Not-in-family,Female,0.0,0.0,40.0,<=50K
31.0,Private,11.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,1740.0,40.0,<=50K
50.0,Local-gov,13.0,Separated,Prof-specialty,Not-in-family,Male,0.0,0.0,40.0,>50K
23.0,Private,9.0,,Craft-repair,Other-relative,Male,0.0,0.0,40.0,<=50K
37.0,Private,9.0,Never-married,Craft-repair,Unmarried,Male,0.0,0.0,40.0,<=50K
32.0,Private,11.0,Never-married,Tech-support,Not-in-family,Female,0.0,0.0,64.0,<=50K
39.0,Self-emp-inc,12.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,50.0,>50K
40.0,,10.0,Divorced,,Not-in-family,Female,0.0,0.0,30.0,<=50K
22.0,Private,10.0,Never-married,Adm-clerical,Own-child,Male,0.0,0.0,25.0,<=50K
36.0,Private,5.0,Separated,Other-service,Unmarried,Female,0.0,0.0,40.0,<=50K
40.0,Private,10.0,Separated,Exec-managerial,Unmarried,Female,0.0,0.0,60.0,<=50K
20.0,Private,7.0,Married-civ-spouse,Other-service,Husband,Male,0.0,0.0,40.0,<=50K
31.0,Private,10.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
38.0,Self-emp-not-inc,13.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,35.0,<=50K
40.0,Self-emp-not-inc,10.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,60.0,<=50K
47.0,Private,9.0,Separated,Exec-managerial,Unmarried,Female,0.0,0.0,37.0,<=50K
34.0,Private,14.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,55.0,>50K
26.0,Private,9.0,Never-married,Handlers-cleaners,Not-in-family,Male,0.0,0.0,45.0,<=50K
41.0,Private,9.0,Never-married,Sales,Not-in-family,Male,0.0,0.0,50.0,<=50K
42.0,Private,10.0,Married-civ-spouse,Exec-managerial,Husband,Male,7298.0,0.0,52.0,>50K
88.0,Private,10.0,Divorced,Adm-clerical,Unmarried,Female,0.0,0.0,40.0,<=50K
34.0,Private,10.0,Divorced,Adm-clerical,Unmarried,Female,0.0,0.0,30.0,<=50K
46.0,State-gov,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,38.0,<=50K
45.0,Federal-gov,12.0,Divorced,Adm-clerical,Unmarried,Male,0.0,2080.0,40.0,<=50K
34.0,Private,9.0,Married-civ-spouse,Craft-repair,Husband,Male,0.0,0.0,40.0,<=50K
50.0,Private,9.0,Never-married,Adm-clerical,Own-child,Female,0.0,0.0,40.0,<=50K
31.0,Federal-gov,9.0,Separated,Handlers-cleaners,Unmarried,Female,0.0,0.0,40.0,<=50K
29.0,Private,14.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,40.0,<=50K
68.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,Male,10605.0,0.0,20.0,>50K
51.0,Private,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,45.0,>50K
46.0,Private,6.0,Divorced,Craft-repair,Not-in-family,Male,0.0,0.0,40.0,<=50K
49.0,Private,10.0,Divorced,Prof-specialty,Not-in-family,Male,0.0,0.0,45.0,>50K
61.0,Self-emp-not-inc,7.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,20.0,<=50K
39.0,Self-emp-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,60.0,>50K
42.0,State-gov,10.0,Divorced,Adm-clerical,Own-child,Male,0.0,0.0,40.0,<=50K
28.0,Self-emp-not-inc,9.0,Divorced,Farming-fishing,Not-in-family,Male,0.0,0.0,40.0,<=50K
42.0,Private,9.0,Married-civ-spouse,Handlers-cleaners,Husband,Male,0.0,0.0,40.0,<=50K
34.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,55.0,>50K
57.0,Self-emp-not-inc,16.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,0.0,35.0,<=50K
22.0,Private,9.0,Never-married,Sales,Unmarried,Male,0.0,0.0,20.0,<=50K
23.0,Private,13.0,Never-married,Sales,Own-child,Male,0.0,0.0,55.0,<=50K
38.0,State-gov,9.0,Married-civ-spouse,Adm-clerical,Husband,Male,3464.0,0.0,40.0,<=50K
28.0,Private,13.0,Married-civ-spouse,Prof-specialty,Husband,Male,0.0,1887.0,40.0,>50K
41.0,Local-gov,12.0,Separated,Craft-repair,Not-in-family,Male,0.0,0.0,50.0,<=50K
49.0,Self-emp-inc,10.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,50.0,>50K
47.0,Self-emp-inc,13.0,Married-civ-spouse,Sales,Husband,Male,0.0,0.0,40.0,>50K
49.0,Self-emp-not-inc,13.0,Married-civ-spouse,Exec-managerial,Husband,Male,0.0,0.0,60.0,>50K
24.0,Private,9.0,Never-married,Craft-repair,Own-child,Male,0.0,0.0,40.0,<=50K
